"Name";"DisplayName";"Description";"UUID";"Type";"Using";"UsingRoot";"EquipmentSlot";"Rarity";"ArmorClass";"ArmorType";"ProficiencyGroup";"DefaultBoosts";"Boosts";"BoostsOnEquipMainHand";"BoostsOnEquipOffHand";"PassivesOnEquip";"PassivesMainHand";"PassivesOffHand";"Damage";"WeaponProperties"
"UNI_LOW_SteelWatchFoundry_ExplodingCollar";"Kill Collar";;"47af23c3-7eb0-4a49-a4a4-f2ee5ab521c0";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";;;;;;;;;;;;;
"LOW_KerriRing_Ring";"After Death Do Us Part ";"Love is the last cruel leaf to fall in an autumn wide with sorrow. ";"d874115c-6b92-4222-b1a2-594cf111b075";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Rare";;;;;;;;"MAG_DeathDo_Shadow_Passive";;;;
"LOW_JannathRing_Ring";"Till Death Do Us Part ";"Love is the sweetest bird that might migrate to the charming country of your heart.";"d5617279-2a10-4749-9d2d-686144178689";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"Rare";;;;;"UnlockSpell(Shout_MAG_BeaconOfHope)";;;;;;;
"UNI_DarkUrge_Bhaal_Cloak";"The Deathstalker Mantle";"Let hill and hollow be a door<br>To screams that last forevermore. ";"dff731f7-d6da-403d-80cf-7f3d9cc7345b";"Armor";"_Back_Magic";"_Back_Magic";"Cloak";"Rare";;;;;;;;"UNI_DarkUrge_Stealth_Expertise_Passive";;;;
"MAG_Bhaalist_Armor";"Bhaalist Armour";"Bhaal, Lord of Murder, was forced to walk the world as a mortal man during a period of history called the Time of Troubles. He was more vulnerable than he had ever been.<br><br>But Bhaal was cunning. He had contingencies in case he died. ";"443b2caf-8d36-42cf-b389-d774229ed18c";"Armor";"ARM_StuddedLeather_Body_2";"ARM_StuddedLeather_Body_2";"Breast";"VeryRare";;;;;;;;"MAG_Bhaalist_Aura_Of_Murder_Passive;ARM_Ambusher_2_Passive";;;;
"MAG_Bhaalist_Hat";"Assassin of Bhaal Cowl";"When he was killed, Bhaal's blight upon the world was not destroyed. For the many people upon whom he had sired his spawn slithered out of tainted wombs, and with their arrival Bhaal's malcontent returned with force. ";"d5d22dfc-bba4-4e2c-ba71-c804d3b47919";"Armor";"_Head_Magic";"_Head_Magic";"Helmet";"VeryRare";;;;;"UnlockSpell(Shout_MAG_SeeInvisibility)";;;"MAG_Bhalist_Hat_Passive";;;;
"MAG_Bhaalist_Gloves";"Bhaalist Gloves";"When the Lord of Murder, Bhaal, was rendered mortal, he knew his days were numbered. His vile machinations had gained him many enemies.<br><br>Those days ran out and Bhaal was indeed killed, not by a god, but by a man with hawkish features named Cyric. ";"afd74d05-7c24-45ec-8033-84f365e6ea5f";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"VeryRare";;;;;"RollBonus(Attack, 1);UnlockSpell(Target_MAG_Bhaalist_Garrote)";;;;;;;
"UNI_ARM_OfGiantHillStrength_Gloves";"Gauntlets of Frost Giant Strength";"Your basic hill giant is just a landslide with a digestive system. ";"9481aa27-ce9c-414c-84ff-5e974fd64d89";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"VeryRare";;;;;"RollBonus(SavingThrow, 1, Strength);AbilityOverrideMinimum(Strength, 23)";;;;;;;
"UNI_ARM_Debtor_Body";"Debtor's Attire";"This attire disguises you as a poor soul indebted to Raphael - other debtors in his thrall will not be hostile to you.";"30c5721d-bdc3-4150-8cd1-d99197eb4870";"Armor";"ARM_Camp_Body";"ARM_Camp_Body";"Breast";;;;;;;;;;;;;
"UNI_ARM_DebtorAlt_Body";"Debtor's Attire";"This attire disguises you as a poor soul indebted to Raphael - other debtors in his thrall will not be hostile to you.";"6f7d15a8-9bcb-45de-94c5-8c77424aaf42";"Armor";"UNI_ARM_Debtor_Body";"UNI_ARM_Debtor_Body";"Breast";;;;;;;;;;;;;
"MAG_Greenstone_Amulet";"Fey Semblance Amulet";"Originally the kidney stone of an archfey, this object has been, ahem, passed down through the centuries. ";"e4d2562d-2789-4598-befe-d46b255f551a";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"VeryRare";;;;;;;;"MAG_Greenstone_Amulet_Passive";;;;
"MAG_OfFeywildSparks_Ring";"Ring of Feywild Sparks";"This otherwise unassuming ring ties a spellcaster indelibly to the sporadic arcana of the Faerie realm.";"a4813d7b-2ff0-488b-8152-a27cb75e8d8e";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"VeryRare";;;;;"SpellSaveDC(1)";;;"MAG_FeyWildSpark_WildMagic_Passive";;;;
"LOW_OfWindrider_Amulet";"Amulet of Windrider";;"489290fd-c517-4c26-83e8-db102d8db25b";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"VeryRare";;;;;"UnlockSpell(Shout_MAG_Windrider_GaseousForm);UnlockSpell(Zone_MAG_WindRider_GustOfWind)";;;;;;;
"MAG_Steadfast_Shield";"Swires' Sledboard";"A gnomish adventurer once used this to outpace his enemies down a slope.";"1cee750f-79c6-4109-8272-d27b97ef02df";"Armor";"_Shield_Magic";"_Shield_Magic";"Shield";"VeryRare";;;;;;;;"MAG_ShieldConduit_Passive;MAG_ShieldRiposte_Passive";;;;
"MAG_OfShielding_Shield";"Shield of Shielding";"Named in the style of Extremely Unimaginative Jimmy, the geographer and interior decorator who named the 'waterfall' and the 'fireplace'.";"dfeaa5fd-1f87-4f99-85b0-8f49664d691f";"Armor";"_Shield_Magic";"_Shield_Magic";"Shield";"Rare";;;;;"UnlockSpell(Shout_MAG_Shield)";;;"MAG_ShieldRiposte_Passive;MAG_Interrupt_MAG_Shield_Resource_Passive";;;;
"MAG_OfTheDevout_Amulet";"Amulet of The Devout";"Otto, a member of the powerful arcane organisation the Circle of Eight, had a penchant for amulets. So much so that they announced his arrival before he ever needed to.";"1acf71e6-6bca-4d9b-9d24-739823e10723";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"VeryRare";;;;;;;;"MAG_SpellSaveDC_Enchantment_Passive;MAG_OfTheDevout_Amulet_Passive;MAG_OfTheDevout_Amulet_Cooldown_Passive";;;;
"LOW_DeadMansSwitch_Shield";;;"10d9e4a8-8019-47a9-88e3-dac74f7b8ae5";"Armor";"_Shield_Magic";"_Shield_Magic";"Shield";;"0";;;;"UnlockSpell(Shout_LOW_SteelWatchFoundry_ActivateCollarDetonation)";;;;;;;
"MAG_OfTheShapeshifter_Mask";"Mask of the Shapeshifter";"The magic of this mask comes from its gory provenance, and makes it perfect for the discerning actor, sleuth, or person with a mirror and time to kill. ";"5d66776d-0650-4512-b300-b2ac38e2be3a";"Armor";"UND_Justiciar_Mask_Magic";"UND_Justiciar_Mask_Magic";"Helmet";"Legendary";;;;;"UnlockSpell(Shout_DisguiseSelf_MaskOfManyFaces)";;;;;;;
"MAG_Oathbreaker_Boots";"Oathbreaker Knights Boots";;"71030d3c-c3c4-4ad6-80de-f9871bd6f11d";"Armor";"_Foot_Magic_Metal";"_Foot_Magic_Metal";"Boots";;;;;;;;;;;;;
"MAG_Oathbreaker_Gloves";"Oathbreaker Knight Gloves";;"f66431d0-08a6-4b15-b8a4-7154fc1e5f47";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";;;;;;;;;;;;;
"MAG_Oathbreaker_Helmet";"Oathbreaker Knight Helmet";;"ae1dc399-3706-447e-8c79-f8a35c035ec4";"Armor";"_Head_Magic_Metal";"_Head_Magic_Metal";"Helmet";;;;;;;;;;;;;
"MAG_Oathbreaker_Platemail";"Oathbreaker Knight Armour";;"c67137ac-4ece-4652-aaab-14615aa25b20";"Armor";"ARM_Plate_Body_1";"ARM_Plate_Body_1";"Breast";;;;;;;;;;;;;
"MAG_OfAutomaton_Gloves";"Gloves of the Automaton";"Llena the Many-Times-Married would use these gloves to blend in with the statues in her courtyard. This would allow her to avoid her plethora of husbands. Anything for a moment's peace. ";"d10ec0b7-5868-4563-9a34-e1ab72d50269";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"Rare";;;;;"RollBonus(SavingThrow, 1, Strength);UnlockSpell(Shout_MAG_CircuitryInterface)";;;;;;;
"MAG_TheBulwark_Shield";"Viconia's Walking Fortress";"'Walking Fortress' is a defensive technique reliant on a shield of this caliber. It involves upsetting your opponent who just wants to land a single blow.";"4f313dde-14bb-43a2-abdd-07b2eb38b33a";"Armor";"ARM_Shield_1";"ARM_Shield_1";"Shield";"Legendary";;;;;"UnlockSpell(Shout_MAG_TheBulwark_ReflectiveShell);UnlockSpell(Target_MAG_WardingBond)";;;"MAG_Legendary_ShieldRiposte_Passive;MAG_Legendary_Spellguard_Passive";;;;
"UNI_LOW_SzarrRing";"Szarr Family Ring";"This ring carries the symbol of the Szarr family and has an inscription in some crusty old language.";"846d27b5-c247-4049-9872-86171c172015";"Armor";"ARM_Ring_C_Gold_A";"ARM_Ring_C_Gold_A";"Ring";;;;;;;;;;;;;
"DLC_DD_Red_Price_Cloak";"Cape of the Red Prince";"A noble warrior's cloak, woven in the heart of an ancient empire.";"be8f2382-576f-426f-ae90-45544b507e07";"Armor";"_Back_Magic";"_Back_Magic";"Cloak";;;;;;;;;;;;;
"DLC_DD_Lohses_Lute";"Lute of the Merryweather Bard";"An old lute that hums with the voices of numerous sprites and spirits. ";"35a38ec0-8902-46bf-ae84-f2361e713b7e";"Armor";"ARM_Instrument_Lute";"ARM_Instrument_Lute";"MusicalInstrument";;;;;;;;;;;;;
"DLC_DD_Beasts_Tricorn";"Bicorne of the Sea Beast";"A battered two-point hat that's seen the wear and tear of rebellion.";"d7696865-e8c2-4c44-a890-a43f5b6f9752";"Armor";"_Head_Magic";"_Head_Magic";"Helmet";;;;;;;;;;;;;
"MAG_ofGreaterHealth_Amulet";"Amulet of Greater Health";"Worn by Lumi, a cleric beholden to twilight, who sheltered her fellow adventurers as a bantam shelters her chicks. ";"5ed63342-30c9-456d-9a57-a88c8596c0c9";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"VeryRare";;;;;"AbilityOverrideMinimum(Constitution, 23);Advantage(SavingThrow, Constitution)";;;;;;;
"MAG_OfUndeadServant_Ring";"Crypt Lord Ring";"Slipping one's finger through this ring fills the senses with the waft of tombs, the urine-yellow smell of old bandages, images of dead spiders curled into husks, and the sensation of hot, slobbering breath at the nape of one's neck. ";"e86c0cbb-9791-4cc7-95ba-9821902119fa";"Armor";"_Ring_Magic";"_Ring_Magic";"Ring";"VeryRare";;;;;"UnlockSpell(Target_MAG_CreateUndead)";;;;;;;
"MAG_Lesser_Infernal_Plate_Armor";"Hellgloom Armour ";"'I learned so much from Carixim. All sorts of forgecraft that... S-sorry. Just when I think of him, and the whimpers those people inside him made... I don't know. Anyway, it was worth it. Worth it to be the best.' - Overheard from the smith Dammon ";"d76dd47b-e1bf-4e30-b366-6069d9eb9e22";"Armor";"ARM_Plate_Body_1";"ARM_Plate_Body_1";"Breast";"Rare";"18";;;;;;;"MAG_Lesser_Infernal_Plate_Armor_FireDamage_Passive;ARM_SuperiorPlate_1_Passive";;;;
"MAG_Lesser_Infernal_Metal_Gloves";"Hellgloom Gloves";"'Beneath the tormented screams, I heard this moaning sound like many people in pain, and I heard the ringing of a great hammer. Carixim's forge was close.' - Overheard from the smith Dammon";"cbc9b5dd-76e5-4e22-b0cf-26e957033a9d";"Armor";"_Hand_Magic_Metal";"_Hand_Magic_Metal";"Gloves";"Rare";;;;;;;;"MAG_Lesser_Infernal_Metal_Gloves_FireDamage_Passive";;;;
"MAG_Lesser_Infernal_Metal_Helmet";"Hellgloom Helmet";"'When I found Carixim, he turned to me, with all those poor people's souls crammed into him, and he... he grinned at me. He said, ""I been expecting you, boy.""' - Overheard from the smith Dammon";"2b69a73f-0d1b-4514-bdae-5565a8045e26";"Armor";"_Head_Magic_Metal";"_Head_Magic_Metal";"Helmet";"Rare";;;;;"RollBonus(SavingThrow, 1, Constitution)";;;"MAG_MagicalDurability_Passive";;;;
"MAG_LegendaryEvasion_Amulet";"Unflinching Protector Amulet";"Touching this amulet's centrepiece, you are imbued with a vision of woven strands, and the strands coming apart and holding true and firm over your friends, like shields banded in a haze of golden light. ";"ed529c1b-abb0-4efa-8f5b-c4ed8560dfd3";"Armor";"_Amulet_Magic";"_Amulet_Magic";"Amulet";"VeryRare";;;;;;;;"MAG_LegendaryProtection_Passive;MAG_LegendaryEvasion_Protection_Resource_Passive";;;;
"MAG_MissileProtection_Shield";"Abdel's Trusted Shield";"Attached to this shield is a faded note. 'G, I've found the best defence against an arrow is to be the one behind the bow - but this shield also does the trick in a pinch. Yours, AA'";"e308d17c-7278-44c1-b1fc-853ea3cf5c29";"Armor";"ARM_Shield_1";"ARM_Shield_1";"Shield";"VeryRare";"2";;;;"UnlockSpell(Shout_MAG_FlamingFist_BattleWizardGauntlet_ProtectionFromMissiles)";;;"MAG_ShieldRiposte_Passive";;;;
"UNI_ARM_OfMissileSnaring_Gloves";"Gloves of Missile Snaring";"These gloves seem to meld to your skin - supple, snug and dextrous as one could hope for. ";"687cc55b-77a3-4893-a7d7-cfbafdc2737c";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;"MAG_OfMissileSnaring_Gloves_Passive";;;;
"UNI_ARM_OfArchery_Gloves";"Gloves of Archery";"Banded in dark iron, these gloves are embossed with the brass likeness of an elf against a trio of arrows in flight. ";"6d84b9e5-e9e4-477c-8d5b-a3f232a4415a";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Uncommon";;;;;;;;"MAG_OfArchery_Gloves_Passive";;;;
"UNI_ARM_OfTeleportation_Helm";"Helm of Arcane Gate";"The skullcap inside the helm is embroidered with the likeness of a pair of gorgeous gateways, tethered by a cord of light. ";"fef0dda1-1d06-45b5-a302-a31e545b8ede";"Armor";"ARM_Hat";"ARM_Hat";"Helmet";"Rare";;;;;"UnlockSpell(Teleportation_MAG_ArcaneGate)";;;;;;;
"UNI_ARM_OfDefense_Gloves";"Bracers of Defence";"Delicate twists of magical iron - painstakingly gilded - have been fashioned into these fortifying vambraces. ";"58315437-f06a-4797-a26a-6bbcff80c4fe";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;"MAG_OfDefense_Gloves_Passive";;;;
"UNI_ARM_Sarevok_Armor";"Sarevok's Wretched Armour";"This armour drips with dark ambition - the ambition of a failed godchild: Sarevok, spawn of Bhaal. Sarevok has not been remembered fondly by most historians, who almost unanimously agree that he had the general disposition of a sledgehammer.";"935f9927-2df0-4a8d-a831-b7cb5bbbcae3";"Armor";"ARM_Plate_Body_2";"ARM_Plate_Body_2";"Breast";"VeryRare";;;;;;;;"ARM_MagicalPlate_2_Passive;MAG_SarevokArmor_WitheringBarrier_Passive";;;;
"UNI_ARM_Sarevok_Horned_Helmet";"Sarevok's Horned Helmet";"The last sight Sarevok witnessed as a mortal was his sibling's knife. This duel, the first between Bhaalspawn, is worshipped still by the cult of Bhaal, who now believe that no act is more sacred than fratricide between spawn before the altar of their Dread Lord.";"139b28dc-7db0-40b2-a383-3a4ce4c09812";"Armor";"ARM_Helmet_Metal";"ARM_Helmet_Metal";"Helmet";"VeryRare";;;;;;;;"MAG_Sarevok_HornedHelmet_DeathbringerSight_Passive;MAG_LC_Cyric_FearImmunity_Amulet_Passive";;;;
"MAG_OfGreaterSorcery_Amulet";"Lofty Sorcerer's Amulet";"Chiselled into the back of the amulet with great care: 'sorcery > wizardry'.";"99864ac4-824c-4049-8933-e81667c4a408";"Armor";"ARM_Amulet_Necklace_F_Gold_A";"ARM_Amulet_Necklace_F_Gold_A";"Amulet";"VeryRare";;;;;;;;"MAG_OfGreaterSorcery_Amulet_Passive;MAG_OfGreaterSorcery_Amulet_Cooldown_Passive";;;;
"MAG_WoodWoad_Nature_Shield";"Wood Woad Shield";"'And with her arm the dryad linked a man who had once been her lover, and once of flesh and bone. Now his flesh was bark, and his bone heartwood. In his eyes a feverish love still blazed like a thousand fireflies in a spring meadow.'";"90ba50bd-3e65-42ec-9f21-6e07d3ed89ab";"Armor";"ARM_Shield_1";"ARM_Shield_1";"Shield";"Uncommon";"2";;;;"UnlockSpell(Target_MAG_EnsnaringStrike_Shield)";;;;;;;
"MAG_Vampiric_Gloves";"Vampiric Gloves";"Little leech motifs adorn the pad of each finger. The leeches have rows of suckling, sharp teeth. ";"51ce5b9a-e56a-40d6-9383-ad4ec7042acc";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"VeryRare";;;;;"UnlockSpell(Target_MAG_Vampiric_Touch)";;;;;;;
"MAG_ShapeshiftersBurgeon_Ring";"Shapeshifter's Boon Ring";"'I'm a talented shapeshifter, too. I can shapeshift a thin body into a fat body. All I need is a steady supply of mince pies and mulled wine.' - Overheard in a tavern in Daggerford";"6853e585-e9c7-4f26-918e-995342b19d1a";"Armor";"ARM_Ring_B_Gold_A";"ARM_Ring_B_Gold_A";"Ring";"Uncommon";;;;;;;;"MAG_ShapeshiftersBurgeon_Passive";;;;
"MAG_PHB_OfJumping_Ring";"Ring of Jumping";"The ring is scuffed and twisted out of shape, as if worn by big stony fingers. The owner of those fingers has carved 'Karthol' into the warped metal in a fit of affection or possessiveness.";"cddea208-03cc-4b67-969d-a038bb233e5d";"Armor";"ARM_Ring_D_Silver_A";"ARM_Ring_D_Silver_A";"Ring";"Uncommon";;;;;"UnlockSpell(Shout_MAG_Jump)";;;;;;;
"MAG_PHB_ofPower_Pearl_Amulet";"Pearl of Power Amulet";"There are no molluscs of power, alas. ";"6b8fcc06-fa6a-4a11-8318-075d90d8e909";"Armor";"ARM_Amulet_Necklace_C_Bronze_A";"ARM_Amulet_Necklace_C_Bronze_A";"Amulet";"Uncommon";;;;;"UnlockSpell(Shout_MAG_SpellSlotRestoration_PearlOfPower)";;;;;;;
"MAG_PHB_OfFreeAction_Ring";"Ring of Free Action";"The heart of the gem seems to flow like liquid - yet it contains neither quicksilver nor mercury.";"50379f58-7892-44cb-be6e-146a60070055";"Armor";"ARM_Ring_F_Silver_A";"ARM_Ring_F_Silver_A";"Ring";"Rare";;;;;;;;"MAG_FreeAction_AntiDisplacement_Passive";;;;
"MAG_PHB_OfThievery_Gloves";"Gloves of Thievery";"Useful for bank vaults, locked chests, and bolted barns.";"5a2d9181-8179-46cc-a5f8-d5bae909d8e0";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Uncommon";;;;;"Advantage(Skill, SleightOfHand)";;;;;;;
"MAG_PHB_OfRegeneration_Ring";"Ring of Regeneration";"This ring is, in effect, a tiny field medic that won't charge you 70 gold pieces for a fifteen-minute consultation.";"d6ee2594-7373-4fed-a167-f9d95cb4ecfd";"Armor";"ARM_Ring_B_Gold_A";"ARM_Ring_B_Gold_A";"Ring";"VeryRare";;;;;;;;"MAG_PHB_OfRegeneration_Ring_Passive";;;;
"MAG_PHB_OfSoulCatching_Gloves";"Gloves of Soul Catching";"Formerly worn by Autumnal Baskin, a professional meditator turned bare-knuckle champion, who gained enlightenment via two methods. The second was getting a lot of fighting acumen. Advanced cosmic harmony is a nose. Sometimes you've got to break it a few times to get the best of things.";"c1342b19-c898-451c-b2e8-6eb6666fe1c2";"Armor";"MAG_Monk_Magic_Gloves";"MAG_Monk_Magic_Gloves";"Gloves";"Legendary";;;;;"Ability(Constitution, 2, 20)";;;"MAG_Force_SoulCatchingDamage_Passive;MAG_PHB_SoulCatching_ExtraEffect_Passive";;;;
"MAG_Warlock_Quickened_Gloves";"Quickspell Gloves";"These gloves were worn by the wizard Bucknard, who always maintained that speed was most important in spellcasting. This, because even if you royally bugger up the spell, you've got enough time to leg it away afterward. ";"4b1b3dcd-dcbc-4a93-a848-f16510d76d82";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"VeryRare";;;;;;;;"MAG_Warlock_Quickened_Cantrips_Passive";;;;
"MAG_BonusAttack_AgainstMarked_Circlet";"Circlet of Hunting";"Huntresses prowling in the least hospitable woods of Toril hold one rule as cardinal: kill quickly. This is not about suffering. It's about sound, and its necessary absence. ";"1e59513c-a787-4f77-bcef-675ac4199daf";"Armor";"ARM_Circlet";"ARM_Circlet";"Helmet";"VeryRare";;;;;;;;"MAG_BonusAttack_AgainstMarked_Passive";;;;
"MAG_Martial_Exertion_Gloves";"Martial Exertion Gloves";"'You drop and give me thirty you sumbitch; you think a bugbear's gonna roll over and let you rub his tummy? One two three four - keep going maggot! Stronger, better, tougher!' - Any Sword Coast Drill Sergeant, Invariably ";"2c6da257-8ca8-4e7c-847d-3e03bb32f260";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;"UnlockSpell(Shout_MAG_Martial_Exertion)";;;;;;;
"MAG_Bonded_Shield";"Shield of Returning";"When asked how he felt about weapons that return to you when thrown, famous adventurer Lupperdiddle Swires responded, 'Not for me. They remind me too much of someone I used to know.'";"3a8f9b79-1153-4128-8832-a306502fd512";"Armor";"ARM_Shield_1";"ARM_Shield_1";"Shield";"VeryRare";"2";;;;;;;;;;;
"MAG_OfSwordmaster_Gloves";"Swordmaster Gloves";"The famous drow with his heart of gold, Drizzt Do'Urden, is not the pioneer of the 'twin sword style' of fighting, though he was among the best practitioners.";"66e20a58-4bc3-4e17-a13e-510a19b23c33";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;"MAG_OfSwordmaster_Gloves_Passive";;;;
"MAG_RiskyAttack_Ring";"Risky Ring ";"Life is just a series of risks taken while blindfolded. ";"6fa51fb6-0c99-4e2e-bf3c-f4fe18fd64a7";"Armor";"ARM_Ring_E_Gold_A";"ARM_Ring_E_Gold_A";"Ring";"Rare";;;;;;;;"MAG_RiskyAttack_Passive";;;;
"MAG_MM_Sorcery_SeekingSpell_Gloves";"Spellseeking Gloves";"Sorcerers operate on a first-come, first-blasted basis. ";"98c60a0f-a58b-4dc1-99ca-06b9db0cd42f";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;"MAG_Sorcerer_MM_SeekingSpell";;;;
"MAG_GleamingSorcery_Hat";"Birthright";"'The thing that you poor sods simply cannot grasp is how effortless all this magical hootie-wootie castie-spellsie business is for me!' - A very stupid sorcerer at a wizard academy ball. ";"76ce9b38-9203-437f-9962-4be4c4ad1193";"Armor";"ARM_Hat";"ARM_Hat";"Helmet";"VeryRare";;;;;"Ability(Charisma, 2, 22)";;;;;;;
"MAG_OfWarMaster_Gloves";"Gauntlets of the Warmaster";"Clothing doesn't tend to have much personality. That comes down to how it's worn. Yet these gloves exude a confidence, an intangible aura of expertise. ";"85865321-5feb-447f-92e7-5c04359fe3af";"Armor";"ARM_Gloves_Metal";"ARM_Gloves_Metal";"Gloves";"VeryRare";;;;;"RollBonus(Attack, 1)";;;"MAG_HeightenedManeuver_Passive";;;;
"MAG_Healer_HPRestoration_Amulet";"Amulet of Restoration";"The gemstone centrepiece of the amulet was long ago mottled and dyed by the tears of a martyr. ";"b648ee98-f648-411b-be7e-6c50ca9b463c";"Armor";"ARM_Amulet_Necklace_F_Silver_B";"ARM_Amulet_Necklace_F_Silver_B";"Amulet";"Rare";;;;;"UnlockSpell(Target_MAG_HealingWord);UnlockSpell(Shout_MAG_HealingWord_Mass)";;;;;;;
"MAG_Acrobat_Shoes";"Acrobat Shoes";"These flexible shoes were once owned by Audreyne Willoughs, who, in a somewhat ironic twist of fate, ran away from the circus to join her parents back home.";"32b1a84f-2e32-4249-8b19-ecaa7f279cb0";"Armor";"ARM_Magic_Shoes";"ARM_Magic_Shoes";"Boots";"Rare";;;;;"Skill(Acrobatics,1);Advantage(SavingThrow, Dexterity)";;;;;;;
"MAG_Jumping_Shoes";"Swiresy Shoes";"Likely fashioned in tribute to the extremely small, high-vaulting rascal who pillaged many a hen house - Lupperdiddle Swires.";"b9872a9c-d653-4108-9060-21d6d8ec511a";"Armor";"ARM_Magic_Shoes";"ARM_Magic_Shoes";"Boots";"Rare";;;;;;;;"MAG_JumpBoost_Passive";;;;
"MAG_BG_OfDexterity_Gloves";"Gloves of Dexterity";"The point at which the gloves meet the wrist is form-fitting and very snug; almost a hint at the supple quickness and skill these gloves permit the wearer. ";"f3775096-0055-4d35-8cc0-f5765284bc7d";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"VeryRare";;;;;"AbilityOverrideMinimum(Dexterity, 18);RollBonus(Attack, 1)";;;;;;;
"MAG_OfTheDuelist_Gloves";"Gloves of The Duellist";"Ways of beginning a duel have varied over the years. Perhaps the most famous is the Bildumbacher Method, in which the instigator drips paint thinner onto the opponent's socks.  ";"97e362b2-e2aa-4703-9840-6824d7068334";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;"MAG_OfTheDuelist_Gloves_Passive";;;;
"MAG_BG_OfTheMasters_Legacy_Gauntlet";"Legacy of the Masters";"Formerly the property of the royalty of Threskel, these gauntlets impart some of the prince of Threskel's legendary skill with weapons.";"c9ea7679-d30a-481f-b45b-c0427d569ec7";"Armor";"ARM_Gloves_Metal";"ARM_Gloves_Metal";"Gloves";"VeryRare";;;;;;;;"MAG_AttackDamage_Bonus_Passive";;;;
"MAG_BG_Wondrous_Gloves";"Wondrous Gloves";"A series of motivational quotes have been enthusiastically removed from the embroidery of these gloves, as if in protest. ";"afe6c7a2-fdd7-4cca-9441-e0b3a2237f5f";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;"MAG_WondrousGloves_Passive;MAG_WondrousGloves_Cooldown_Passive";;;;
"MAG_BG_OfCrushing_Gloves";"Gloves of Crushing";"Stitched into the fabric of these gloves are the words: Largest and Largesse, For The Discerning Murderer. ";"a8d15838-5721-4a3f-bfbd-f51c58c2fde3";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;"MAG_CrushingBlow_Passive";;;;
"MAG_Illithid_Carapace_Boots";"Illithid Carapace Boots";;"397331d6-e86e-448d-8255-014dab6f860f";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;;;;;;;;
"MAG_EndGame_Metal_Boots";"Boots of Persistence";"''If I had a copper for all the adventurin folk I seen gutted or cut up, or clawed like they was made of wet paper, just cause they couldn't move quick enough when speed might have saved em... well, I'd be suckin good brandy from crystal rather than this fuckin swill.'' - Overheard in a tavern in Baldur's Gate.";"f3d8ff49-eaac-4c10-9421-3fd2180c7b39";"Armor";"ARM_Boots_Metal";"ARM_Boots_Metal";"Boots";"VeryRare";;;;;"RollBonus(SavingThrow, 1, Dexterity)";;;"MAG_EndGame_Boots_Passive";;;;
"MAG_CKM_SerpenScale_Armor";"Yuan-ti Scale Mail";"The snakefolk of Chult are not known for waste, so often forge lightweight and robust armour like this from their own shed skin. ";"14ebeea8-7d0a-47a9-ba79-b1168c21f8d4";"Armor";"ARM_ScaleMail_Body_2";"ARM_ScaleMail_Body_2";"Breast";;"15";;;;;;;"MAG_ExoticMaterial_MediumArmor_Passive;ARM_Ambusher_1_Passive";;;;
"MAG_BG_Nimblefinger_Gloves";"Nimblefinger Gloves";"For the right wearer, these supple doeskin gloves offer both comfort and protection - alongside a perfectly attuned sense of where one's fingers are, and what pocket they're picking. ";"fbc9b0ad-f31e-4cdc-a1cc-1e2204cb46c5";"Armor";"ARM_Gloves_Leather";"ARM_Gloves_Leather";"Gloves";"Rare";;;;;"Skill(SleightOfHand, 1)";;;"MAG_Nimblefinger_Passive";;;;
